型号,口径,价格,物料代码,分类,必要说明,库存状态,参考编号,英文描述,材质,规格,数量,TIS项目,来源文件,文档名,表格标题,表格序号
BSA3-BD PN16,DN250,"87,120",1846492,截止阀,,Y,,,,,,,截止阀/BSA3-BD.md,BSA3-BD,BSA3-BD,1
BSA3-BD PN16,DN300,"114,933",1846592,截止阀,,Y,,,,,,,截止阀/BSA3-BD.md,BSA3-BD,BSA3-BD,1
BSA3-BD PN16,DN350,"156,484",1846692,截止阀,,N,,,,,,,截止阀/BSA3-BD.md,BSA3-BD,BSA3-BD,1
BSA3-BD PN16,DN400,"218,667",1846792,截止阀,,N,,,,,,,截止阀/BSA3-BD.md,BSA3-BD,BSA3-BD,1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN15/DN20,309,1370081,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN25/DN32,405,1370281,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN40/DN50,467,1370481,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN65,565,1370681,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN80,639,1370781,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN100,724,1370881,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN125,883,1370981,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN150,"1,080",1371081,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"BSA1,1T, BSA2, 2T & BSA3,3T Gasket & Stem Packing Kit",DN200,"1,261",1371181,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with gaskets for BSA1T, BSA2T & BSA3T",DN15/DN20,870,1840082,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with gaskets for BSA1T, BSA2T & BSA3T",DN25/DN32,"1,080",1840282,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with gaskets for BSA1T, BSA2T & BSA3T",DN40/DN50,"1,580",1840482,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with gaskets for BSA1T, BSA2T & BSA3T",DN65,"1,811",1840682,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with gaskets for BSA1T, BSA2T & BSA3T",DN80,"2,654",1840782,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with Gaskets for BSA1T, BSA2T/2(PN25) & BSA3/3T",DN100,"3,666",1372182,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with Gaskets for BSA1T, BSA2T/2(PN25) & BSA3/3T",DN125,"9,991",1372282,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with Gaskets for BSA1T, BSA2T/2(PN25) & BSA3/3T",DN150,"11,994",1372382,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Stem Bellows Kit with Gaskets for BSA1T, BSA2T/2(PN25) & BSA3/3T",DN200,"16,878",1372482,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Stem Bellows Kit with Gaskets for BSA2T/2(PN25),DN250,"29,788",1371285,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN15/DN20,"1,141",1840083,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN25,"1,358",1840283,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN32,"1,358",1840383,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN40,"1,823",1840483,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN50,"2,337",1840583,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN65,"2,836",1840683,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN80,"3,203",1840783,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN100,"4,631",1840883,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN125,"6,511",1840983,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN150,"8,417",1841083,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
"Throttling Plug Kit with gaskets for BSA1T, BSA2T & BSA3T",DN200,"12,189",1841183,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Throttling Plug Kit with gaskets for BSA2T,DN250,"25,831",1841283,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
BSA2/3-BD balancing disc kit with gasket,DN125,"10,209",1372283,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
BSA2/3-BD balancing disc kit with gasket,DN150,"12,091",1372383,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
BSA1/2/3-BD balancing disc kit with gasket,DN200,"16,940",1372483,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
BSA2-BD balancing disc kit with gasket,DN250,"33,638",1372583,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Body/bonnet gasket and gland packing kits,DN200,"1,261",1846381,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Body/bonnet gasket and gland packing kits,DN250,"1,420",1846481,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Body/bonnet gasket and stem packing kits,DN300,"1,531",1846581,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Body/bonnet gasket and stem packing kits,DN350,"1,677",1846681,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Body/bonnet gasket and stem packing kits,DN400,"1,774",1846781,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Stem and bellows sub-assembly kits,DN200,"10,761",1846382,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Stem and bellows sub-assembly kits,DN250,"17,866",1846482,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Stem and bellows sub-assembly kits,DN300,"22,370",1846582,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Stem and bellows sub-assembly kits,DN350,"25,120",1846682,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Stem and bellows sub-assembly kits,DN400,"30,798",1846782,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Stem and bellows sub-assembly kits,DN400,"30,798",1846383,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Disc & Spigot kits,DN200,"27,634",1846483,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Disc & Spigot kits,DN250,"38,720",1846583,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Disc & Spigot kits,DN300,"47,499",1846683,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
Disc & Spigot kits,DN400,"63,774",1846783,截止阀,,,,,,,,,截止阀/波纹管截止阀 备件.md,波纹管截止阀 备件,Spirax Sarco 波纹管密封截止阀备件表 (Bellows Sealed Stop Valves Spare Part),1
AE14,"1/2""","2,938",1490600,排气阀,注：亦可提供 NPT 連接 (Also available with NPT connection),Y,,,,,,,排气阀/AE14 AE30.md,AE14 AE30,AE14 - 螺紋 BSP (screwed BSP),1
AE14,"3/4""","3,025",1490700,排气阀,注：亦可提供 NPT 連接 (Also available with NPT connection),N,,,,,,,排气阀/AE14 AE30.md,AE14 AE30,AE14 - 螺紋 BSP (screwed BSP),1
AE14E,"1/2""","2,938",1490000,排气阀,注：亦可提供 NPT 連接 (Also available with NPT connection),Y,,,,,,,排气阀/AE14 AE30.md,AE14 AE30,AE14 - 螺紋 BSP (screwed BSP),1
AE14E,"3/4""","3,025",1490100,排气阀,注：亦可提供 NPT 連接 (Also available with NPT connection),Y,,,,,,,排气阀/AE14 AE30.md,AE14 AE30,AE14 - 螺紋 BSP (screwed BSP),1
AE30,"1/2""","2,555",0170300,排气阀,注：亦可提供 NPT 連接 (Also available with NPT connection),Y,,,,,,,排气阀/AE14 AE30.md,AE14 AE30,AE30 - 螺紋 BSP (screwed BSP),2
AE30A,"1/2""","2,664",0170400,排气阀,注：亦可提供 NPT 連接 (Also available with NPT connection),Y,,,,,,,排气阀/AE14 AE30.md,AE14 AE30,AE30 - 螺紋 BSP (screwed BSP),2
AV13,"1/2""","2,713",1232600,排气阀,"(注：图片中表格上方未截全型号全称, 首两行为 AV13 相关规格), 注：亦可提供 NPT 连接 (Also available with NPT connections)",Y,,,,,,,排气阀/AV13 AVC32.md,AV13 AVC32,AV13,1
AV13,"3/4""","3,051",1232700,排气阀,"(注：图片中表格上方未截全型号全称, 首两行为 AV13 相关规格), 注：亦可提供 NPT 连接 (Also available with NPT connections)",Y,,,,,,,排气阀/AV13 AVC32.md,AV13 AVC32,AV13,1
AVC32,"1/2""","3,529",1234000,排气阀,,N,,,,,,,排气阀/AV13 AVC32.md,AV13 AVC32,AVC32 - 螺纹 BSP (screwed BSP),2
AVC32,"3/4""","3,742",1234200,排气阀,,N,,,,,,,排气阀/AV13 AVC32.md,AV13 AVC32,AVC32 - 螺纹 BSP (screwed BSP),2
AVC32,"1""","3,982",1234400,排气阀,,N,,,,,,,排气阀/AV13 AVC32.md,AV13 AVC32,AVC32 - 螺纹 BSP (screwed BSP),2
DCV10 PN16 JIS/KS10,DN25,"1,358",16018000,止回阀,,Y,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 ANSI150/300,DN25,"2,449",6018092,止回阀,,N,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 ANSI150/300 Inconel spring,DN25,"2,693",6018093,止回阀,,N,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 ANSI150/300,DN40,"3,920",6018200,止回阀,,N,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 ANSI150/300 Inconel spring,DN40,"3,854",6018215,止回阀,,N,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 PN16 JIS/KS10,DN40,"2,310",16018100,止回阀,,Y,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 PN16 JIS/KS10,DN50,"3,278",16018300,止回阀,,Y,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 ANSI150/300,DN50,"5,422",6018305,止回阀,,N,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 PN16 JIS/KS10,DN80,"6,413",16018400,止回阀,,Y,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 ANSI150/300,DN80,"10,173",6018450,止回阀,,N,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV10 PN16/25/40 JIS/KS10 & 20K ANSI150/300,DN100,"9,196",16019000,止回阀,,Y,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
"DCV10 PN16/25/40, JIS/KS10 & 20K ANSI150/300",DN125,"10,894",16019193,止回阀,,Y,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
"DCV10 PN16/25/40, JIS/KS10 & 20K ANSI150/300",DN150,"15,583",16019293,止回阀,,Y,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
"DCV10 PN16/25/40, JIS/KS10 & 20K ANSI150/300",DN200,"27,598",16019393,止回阀,,Y,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
"DCV10 PN16/25/40, JIS/KS10 & 20K ANSI150/300",DN250,"51,590",6019493,止回阀,,N,,,,,,,止回阀/DCV10.md,DCV10,DCV10 Disc Check Valves / DCV10 碟式止回阀,1
DCV3 EPDM,DN15,"1,469",1346092,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 METAL,DN15,870,1346090,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 VITON,DN15,"1,469",1346091,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 EPDM,DN20,"1,640",1346192,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 METAL,DN20,"1,066",1346190,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 EPDM,DN25,"1,712",1346292,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 METAL,DN25,"1,103",1346290,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 VITON,DN25,"1,712",1346291,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,N,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 EPDM,DN32,"2,190",1346392,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 METAL,DN32,"1,640",1346390,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 EPDM,DN40,"2,581",1346492,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 METAL,DN40,"1,969",1346490,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 VITON,DN40,"2,764",1346491,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 EPDM,DN50,"3,203",1346592,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 METAL,DN50,"2,531",1346590,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 VITON,DN50,"3,374",1346591,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,N,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 EPDM,DN65,"4,656",1346692,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,N,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 METAL,DN65,"3,996",1346690,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 EPDM,DN80,"5,170",1346792,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,N,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
DCV3 METAL,DN80,"4,558",1346790,止回阀,Note / 備註: Suitable for DIN flanges. / 適用於 DIN 法蘭。,Y,,,,,,,止回阀/DCV3.md,DCV3,DCV3 Standard Spring / DCV3 標準彈簧,1
